id,date,region_gr,region_en,region_id,population,color,cases,deaths,recovered,active,tests,daytotal,totaldose1,totaldose2,totaldose3,vaccinations_total,vaccrate,vaccrate2,newvacc1rate,newvacc2rate,posrate,rj_value,casesweek100k,casesfortnight100k
5228,2020-09-09,Αιτωλοακαρνανίας,Aetolia-Acarnania,13,210802,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,8,10
5229,2020-09-09,"Αν. Αττικής","East Attica",17,502348,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5230,2020-09-09,Άνδρου,Andros,11,9221,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5231,2020-09-09,Αργολίδας,Argolis,10,97044,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0.13,5,7
5232,2020-09-09,Αρκαδίας,Arcadia,10,86685,less25,0,0,0,0,0,0,0,0,0,0,,,,,,1.25,2,2
5233,2020-09-09,Άρτας,Arta,6,67877,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,1
5234,2020-09-09,Αττικής,"Athens Prefecture",1,3961638,less25,98,3,0,0,0,0,0,0,0,0,,,,,,1.29,15,30
5235,2020-09-09,Αχαΐας,Achaea,13,310298,less25,0,0,0,0,0,0,0,0,0,0,,,,,,1.5,3,6
5236,2020-09-09,Βοιωτίας,Boeotia,2,117920,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,9,11
5237,2020-09-09,"Βορ. Τομ. Αθηνών","North Athens Regional Unit",18,592490,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5238,2020-09-09,Γρεβενών,Grevena,14,31757,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0.13,16,22
5239,2020-09-09,Δράμας,Drama,5,98287,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,9
5240,2020-09-09,"Δυτ. Αττικής","West Attica",19,160927,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5241,2020-09-09,"Δυτ. Τομ Αθηνών","West Athens Regional Unit",20,489675,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5242,2020-09-09,Έβρου,Evros,5,147530,less25,1,1,0,0,0,0,0,0,0,0,,,,,,1,2,4
5243,2020-09-09,Εύβοιας,Euboea,2,210815,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0.13,1,3
5244,2020-09-09,Ευρυτανίας,Evrytania,2,20081,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,10,10
5245,2020-09-09,Ζακύνθου,Zakynthos,7,40759,less25,3,0,0,0,0,0,0,0,0,0,,,,,,0,32,66
5246,2020-09-09,Ηλείας,Elis,13,159300,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0.25,1,2
5247,2020-09-09,Ημαθίας,Imathia,3,140611,less25,9,0,0,0,0,0,0,0,0,0,,,,,,0.25,27,60
5248,2020-09-09,Ηρακλείου,Heraklion,4,305490,less25,0,0,0,0,0,0,0,0,0,0,,,,,,1.25,11,24
5249,2020-09-09,Θάσου,Thasos,5,13770,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5250,2020-09-09,Θεσπρωτίας,Thesprotia,6,43587,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,3,11
5251,2020-09-09,Θεσσαλονίκης,Thessaloniki,3,1110551,less25,17,1,0,0,0,0,0,0,0,0,,,,,,1.03,7,22
5252,2020-09-09,Θήρας,Santorini,11,18883,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0.08,5,5
5253,2020-09-09,Ιθάκης,Ithaca,7,3231,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5254,2020-09-09,Ικαρίας,Icaria,9,9882,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5255,2020-09-09,Ιωαννίνων,Ioannina,6,167901,less25,2,0,0,0,0,0,0,0,0,0,,,,,,0,9,21
5256,2020-09-09,Καβάλας,Kavala,5,124917,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,13
5257,2020-09-09,Καλύμνου,Kalymnos,11,29452,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5258,2020-09-09,Καρδίτσας,Karditsa,12,113544,less25,4,0,0,0,0,0,0,0,0,0,,,,,,0,11,25
5259,2020-09-09,Καρπάθου-Κάσου,Karpathos-Kasos,11,7310,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5260,2020-09-09,Καστοριάς,Kastoria,14,50322,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,6,8
5261,2020-09-09,Κέας-Κύθνου,Kea-Kythnos,11,3911,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5262,2020-09-09,"Κεντρ. τομ. Αθηνών","Central Athens Regional Unit",21,1029520,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5263,2020-09-09,Κέρκυρας,Corfu,7,104371,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0.25,3,5
5264,2020-09-09,Κεφαλληνίας,Cephalonia,7,35801,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,3,6
5265,2020-09-09,Κιλκίς,Kilkis,3,80419,less25,13,0,0,0,0,0,0,0,0,0,,,,,,0,20,34
5266,2020-09-09,Κοζάνης,Kozani,14,150196,less25,1,0,0,0,0,0,0,0,0,0,,,,,,2.25,15,40
5267,2020-09-09,Κορινθίας,Corinthia,10,145082,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,5,14
5268,2020-09-09,Κω,Kos,11,34396,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5269,2020-09-09,Λακωνίας,Laconia,10,89138,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,2
5270,2020-09-09,Λάρισας,Larissa,12,284325,less25,4,0,0,0,0,0,0,0,0,0,,,,,,1.69,6,10
5271,2020-09-09,Λασιθίου,Lasithi,4,75381,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,1
5272,2020-09-09,Λέσβου,Lesbos,9,86436,less25,15,0,0,0,0,0,0,0,0,0,,,,,,18.25,59,117
5273,2020-09-09,Λευκάδας,Lefkada,7,23693,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,4,4
5274,2020-09-09,Λήμνου,Lemnos,9,17262,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5275,2020-09-09,Μαγνησίας,Magnesia,12,190010,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,1,4
5276,2020-09-09,Μεσσηνίας,Messenia,10,159954,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,6
5277,2020-09-09,Μήλου,Milos,11,9932,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5278,2020-09-09,Μυκόνου,Mykonos,11,10134,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,30,30
5279,2020-09-09,Νάξου,Naxos,11,20877,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5280,2020-09-09,"Νήσων Αττικής","Islands Regional Unit",22,74651,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5281,2020-09-09,"Νότ. Τομ. Αθηνών","South Athens Regional Unit",23,529826,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5282,2020-09-09,Ξάνθης,Xanthi,5,111222,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,5,10
5283,2020-09-09,Πάρου,Paros,11,14926,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,7,7
5284,2020-09-09,Πειραιώς,Piraeus,24,448997,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5285,2020-09-09,Πέλλας,Pella,3,139680,less25,25,0,0,0,0,0,0,0,0,0,,,,,,0.4,46,72
5286,2020-09-09,Πιερίας,Pieria,3,126698,less25,5,0,0,0,0,0,0,0,0,0,,,,,,1.75,27,44
5287,2020-09-09,Πρέβεζας,Preveza,6,57491,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,9
5288,2020-09-09,"Πύλες και αυτοβούλως","Without permanent residency in Greece",15,0,grey,23,0,0,0,0,0,0,0,0,0,,,,,,1.26,0,0
5289,2020-09-09,Ρεθύμνου,Rethymno,4,85609,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,7,15
5290,2020-09-09,Ροδόπης,Rhodope,5,112039,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,1
5291,2020-09-09,Ρόδου,Rhodes,11,119830,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5292,2020-09-09,Σάμου,Samos,9,32977,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5293,2020-09-09,Σερρών,Serres,3,176430,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,7,15
5294,2020-09-09,Σποράδων,Sporades,12,13798,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5295,2020-09-09,Σύρου,Syros,11,21507,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5296,2020-09-09,Τήνου,Tinos,11,8636,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,12,12
5297,2020-09-09,Τρικάλων,Trikala,12,131085,less25,11,0,0,0,0,0,0,0,0,0,,,,,,2.83,18,21
5298,2020-09-09,"Υπό διερεύνηση","Under Investigation",16,0,grey,0,0,0,0,0,0,0,0,0,0,,,,,,6.25,0,0
5299,2020-09-09,Φθιώτιδας,Phthiotis,2,158231,less25,4,0,0,0,0,0,0,0,0,0,,,,,,0,6,6
5300,2020-09-09,Φλώρινας,Florina,14,51414,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,8
5301,2020-09-09,Φωκίδας,Phocis,2,40343,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,5
5302,2020-09-09,Χαλκιδικής,Chalkidiki,3,107719,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,3,12
5303,2020-09-09,Χανίων,Chania,4,156585,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0.25,3,22
5304,2020-09-09,Χίου,Chios,9,52674,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,6,25
5305,2020-09-10,"Άγιο Όρος","Mount Athos",8,2262,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5306,2020-09-10,Αιτωλοακαρνανίας,Aetolia-Acarnania,13,210802,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,6,10
5307,2020-09-10,"Αν. Αττικής","East Attica",17,502348,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5308,2020-09-10,Άνδρου,Andros,11,9221,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5309,2020-09-10,Αργολίδας,Argolis,10,97044,less25,1,0,0,0,0,0,0,0,0,0,,,,,,1.5,5,8
5310,2020-09-10,Αρκαδίας,Arcadia,10,86685,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,2
5311,2020-09-10,Άρτας,Arta,6,67877,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,1
5312,2020-09-10,Αττικής,"Athens Prefecture",1,3961638,less25,133,1,0,0,0,0,0,0,0,0,,,,,,0.73,15,31
5313,2020-09-10,Αχαΐας,Achaea,13,310298,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0.56,3,6
5314,2020-09-10,Βοιωτίας,Boeotia,2,117920,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,8,10
5315,2020-09-10,"Βορ. Τομ. Αθηνών","North Athens Regional Unit",18,592490,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5316,2020-09-10,Γρεβενών,Grevena,14,31757,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,16,25
5317,2020-09-10,Δράμας,Drama,5,98287,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,8
5318,2020-09-10,"Δυτ. Αττικής","West Attica",19,160927,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5319,2020-09-10,"Δυτ. Τομ Αθηνών","West Athens Regional Unit",20,489675,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5320,2020-09-10,Έβρου,Evros,5,147530,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0.75,1,3
5321,2020-09-10,Εύβοιας,Euboea,2,210815,less25,5,0,0,0,0,0,0,0,0,0,,,,,,0,4,6
5322,2020-09-10,Ευρυτανίας,Evrytania,2,20081,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,5,10
5323,2020-09-10,Ζακύνθου,Zakynthos,7,40759,less25,3,0,0,0,0,0,0,0,0,0,,,,,,0,35,66
5324,2020-09-10,Ηλείας,Elis,13,159300,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0.5,1,2
5325,2020-09-10,Ημαθίας,Imathia,3,140611,less25,8,0,0,0,0,0,0,0,0,0,,,,,,0.42,28,60
5326,2020-09-10,Ηρακλείου,Heraklion,4,305490,less25,7,0,0,0,0,0,0,0,0,0,,,,,,0.56,10,25
5327,2020-09-10,Θάσου,Thasos,5,13770,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5328,2020-09-10,Θεσπρωτίας,Thesprotia,6,43587,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,3,7
5329,2020-09-10,Θεσσαλονίκης,Thessaloniki,3,1110551,less25,18,0,0,0,0,0,0,0,0,0,,,,,,0.45,8,21
5330,2020-09-10,Θήρας,Santorini,11,18883,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0.5,5,5
5331,2020-09-10,Ιθάκης,Ithaca,7,3231,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5332,2020-09-10,Ικαρίας,Icaria,9,9882,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5333,2020-09-10,Ιωαννίνων,Ioannina,6,167901,less25,9,0,0,0,0,0,0,0,0,0,,,,,,1.33,13,26
5334,2020-09-10,Καβάλας,Kavala,5,124917,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,12
5335,2020-09-10,Καλύμνου,Kalymnos,11,29452,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5336,2020-09-10,Καρδίτσας,Karditsa,12,113544,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0.38,10,22
5337,2020-09-10,Καρπάθου-Κάσου,Karpathos-Kasos,11,7310,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5338,2020-09-10,Καστοριάς,Kastoria,14,50322,less25,14,0,0,0,0,0,0,0,0,0,,,,,,0,34,36
5339,2020-09-10,Κέας-Κύθνου,Kea-Kythnos,11,3911,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5340,2020-09-10,"Κεντρ. τομ. Αθηνών","Central Athens Regional Unit",21,1029520,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5341,2020-09-10,Κέρκυρας,Corfu,7,104371,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,3,4
5342,2020-09-10,Κεφαλληνίας,Cephalonia,7,35801,less25,4,0,0,0,0,0,0,0,0,0,,,,,,0.13,11,17
5343,2020-09-10,Κιλκίς,Kilkis,3,80419,less25,2,0,0,0,0,0,0,0,0,0,,,,,,0,21,36
5344,2020-09-10,Κοζάνης,Kozani,14,150196,less25,7,0,0,0,0,0,0,0,0,0,,,,,,1.25,17,40
5345,2020-09-10,Κορινθίας,Corinthia,10,145082,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,4,13
5346,2020-09-10,Κω,Kos,11,34396,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5347,2020-09-10,Λακωνίας,Laconia,10,89138,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,2
5348,2020-09-10,Λάρισας,Larissa,12,284325,less25,2,0,0,0,0,0,0,0,0,0,,,,,,3.25,7,9
5349,2020-09-10,Λασιθίου,Lasithi,4,75381,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,1,3
5350,2020-09-10,Λέσβου,Lesbos,9,86436,less25,6,0,0,0,0,0,0,0,0,0,,,,,,3.43,65,98
5351,2020-09-10,Λευκάδας,Lefkada,7,23693,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,4,4
5352,2020-09-10,Λήμνου,Lemnos,9,17262,less25,3,0,0,0,0,0,0,0,0,0,,,,,,0,17,17
5353,2020-09-10,Μαγνησίας,Magnesia,12,190010,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,4
5354,2020-09-10,Μεσσηνίας,Messenia,10,159954,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0.25,1,6
5355,2020-09-10,Μήλου,Milos,11,9932,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5356,2020-09-10,Μυκόνου,Mykonos,11,10134,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,30,30
5357,2020-09-10,Νάξου,Naxos,11,20877,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5358,2020-09-10,"Νήσων Αττικής","Islands Regional Unit",22,74651,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5359,2020-09-10,"Νότ. Τομ. Αθηνών","South Athens Regional Unit",23,529826,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5360,2020-09-10,Ξάνθης,Xanthi,5,111222,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,9
5361,2020-09-10,Πάρου,Paros,11,14926,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,7,7
5362,2020-09-10,Πειραιώς,Piraeus,24,448997,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5363,2020-09-10,Πέλλας,Pella,3,139680,less150,70,0,0,0,0,0,0,0,0,0,,,,,,0.28,92,118
5364,2020-09-10,Πιερίας,Pieria,3,126698,less25,15,0,0,0,0,0,0,0,0,0,,,,,,0.58,39,54
5365,2020-09-10,Πρέβεζας,Preveza,6,57491,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0.5,2,9
5366,2020-09-10,"Πύλες και αυτοβούλως","Without permanent residency in Greece",15,0,grey,27,0,0,0,0,0,0,0,0,0,,,,,,1.86,0,0
5367,2020-09-10,Ρεθύμνου,Rethymno,4,85609,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0.33,5,14
5368,2020-09-10,Ροδόπης,Rhodope,5,112039,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,1
5369,2020-09-10,Ρόδου,Rhodes,11,119830,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5370,2020-09-10,Σάμου,Samos,9,32977,less25,1,0,0,0,0,0,0,0,0,0,,,,,,3.63,3,3
5371,2020-09-10,Σερρών,Serres,3,176430,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,7,15
5372,2020-09-10,Σποράδων,Sporades,12,13798,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0.25,0,0
5373,2020-09-10,Σύρου,Syros,11,21507,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5374,2020-09-10,Τήνου,Tinos,11,8636,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,12,12
5375,2020-09-10,Τρικάλων,Trikala,12,131085,less25,2,0,0,0,0,0,0,0,0,0,,,,,,4,19,23
5376,2020-09-10,"Υπό διερεύνηση","Under Investigation",16,0,grey,30,0,0,0,0,0,0,0,0,0,,,,,,2.42,0,0
5377,2020-09-10,Φθιώτιδας,Phthiotis,2,158231,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0.75,6,6
5378,2020-09-10,Φλώρινας,Florina,14,51414,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,4,10
5379,2020-09-10,Φωκίδας,Phocis,2,40343,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,5
5380,2020-09-10,Χαλκιδικής,Chalkidiki,3,107719,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,2,12
5381,2020-09-10,Χανίων,Chania,4,156585,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,3,17
5382,2020-09-10,Χίου,Chios,9,52674,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,4,21
5383,2020-09-11,"Άγιο Όρος","Mount Athos",8,2262,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5384,2020-09-11,Αιτωλοακαρνανίας,Aetolia-Acarnania,13,210802,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,5,10
5385,2020-09-11,"Αν. Αττικής","East Attica",17,502348,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5386,2020-09-11,Άνδρου,Andros,11,9221,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5387,2020-09-11,Αργολίδας,Argolis,10,97044,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,6,8
5388,2020-09-11,Αρκαδίας,Arcadia,10,86685,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,2
5389,2020-09-11,Άρτας,Arta,6,67877,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,1
5390,2020-09-11,Αττικής,"Athens Prefecture",1,3961638,less25,158,2,0,0,0,0,0,0,0,0,,,,,,0.96,17,32
5391,2020-09-11,Αχαΐας,Achaea,13,310298,less25,2,0,0,0,0,0,0,0,0,0,,,,,,2.25,3,5
5392,2020-09-11,Βοιωτίας,Boeotia,2,117920,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,8,11
5393,2020-09-11,"Βορ. Τομ. Αθηνών","North Athens Regional Unit",18,592490,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5394,2020-09-11,Γρεβενών,Grevena,14,31757,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,16,28
5395,2020-09-11,Δράμας,Drama,5,98287,less25,4,0,0,0,0,0,0,0,0,0,,,,,,0,5,12
5396,2020-09-11,"Δυτ. Αττικής","West Attica",19,160927,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5397,2020-09-11,"Δυτ. Τομ Αθηνών","West Athens Regional Unit",20,489675,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5398,2020-09-11,Έβρου,Evros,5,147530,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0.25,1,4
5399,2020-09-11,Εύβοιας,Euboea,2,210815,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,4,6
5400,2020-09-11,Ευρυτανίας,Evrytania,2,20081,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,5,10
5401,2020-09-11,Ζακύνθου,Zakynthos,7,40759,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,17,56
5402,2020-09-11,Ηλείας,Elis,13,159300,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,2
5403,2020-09-11,Ημαθίας,Imathia,3,140611,less25,7,0,0,0,0,0,0,0,0,0,,,,,,0.75,28,61
5404,2020-09-11,Ηρακλείου,Heraklion,4,305490,less25,3,0,0,0,0,0,0,0,0,0,,,,,,0.36,9,25
5405,2020-09-11,Θάσου,Thasos,5,13770,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5406,2020-09-11,Θεσπρωτίας,Thesprotia,6,43587,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,3,7
5407,2020-09-11,Θεσσαλονίκης,Thessaloniki,3,1110551,less25,19,2,0,0,0,0,0,0,0,0,,,,,,0.43,9,20
5408,2020-09-11,Θήρας,Santorini,11,18883,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,11,11
5409,2020-09-11,Ιθάκης,Ithaca,7,3231,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5410,2020-09-11,Ικαρίας,Icaria,9,9882,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5411,2020-09-11,Ιωαννίνων,Ioannina,6,167901,less25,0,0,0,0,0,0,0,0,0,0,,,,,,1.5,11,26
5412,2020-09-11,Καβάλας,Kavala,5,124917,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,2,10
5413,2020-09-11,Καλύμνου,Kalymnos,11,29452,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5414,2020-09-11,Καρδίτσας,Karditsa,12,113544,less25,2,0,0,0,0,0,0,0,0,0,,,,,,1,6,20
5415,2020-09-11,Καρπάθου-Κάσου,Karpathos-Kasos,11,7310,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5416,2020-09-11,Καστοριάς,Kastoria,14,50322,less25,2,0,0,0,0,0,0,0,0,0,,,,,,0.5,38,40
5417,2020-09-11,Κέας-Κύθνου,Kea-Kythnos,11,3911,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5418,2020-09-11,"Κεντρ. τομ. Αθηνών","Central Athens Regional Unit",21,1029520,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5419,2020-09-11,Κέρκυρας,Corfu,7,104371,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0.25,4,5
5420,2020-09-11,Κεφαλληνίας,Cephalonia,7,35801,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,11,17
5421,2020-09-11,Κιλκίς,Kilkis,3,80419,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0.5,21,35
5422,2020-09-11,Κοζάνης,Kozani,14,150196,less25,7,0,0,0,0,0,0,0,0,0,,,,,,1,19,39
5423,2020-09-11,Κορινθίας,Corinthia,10,145082,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0.42,2,12
5424,2020-09-11,Κω,Kos,11,34396,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0.25,0,0
5425,2020-09-11,Λακωνίας,Laconia,10,89138,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,2
5426,2020-09-11,Λάρισας,Larissa,12,284325,less25,1,0,0,0,0,0,0,0,0,0,,,,,,4.25,7,9
5427,2020-09-11,Λασιθίου,Lasithi,4,75381,less25,1,0,0,0,0,0,0,0,0,0,,,,,,0,3,4
5428,2020-09-11,Λέσβου,Lesbos,9,86436,less25,3,0,0,0,0,0,0,0,0,0,,,,,,7.18,67,93
5429,2020-09-11,Λευκάδας,Lefkada,7,23693,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,4,4
5430,2020-09-11,Λήμνου,Lemnos,9,17262,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,17,17
5431,2020-09-11,Μαγνησίας,Magnesia,12,190010,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0.25,1,3
5432,2020-09-11,Μεσσηνίας,Messenia,10,159954,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,4
5433,2020-09-11,Μήλου,Milos,11,9932,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5434,2020-09-11,Μυκόνου,Mykonos,11,10134,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,30,30
5435,2020-09-11,Νάξου,Naxos,11,20877,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5436,2020-09-11,"Νήσων Αττικής","Islands Regional Unit",22,74651,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5437,2020-09-11,"Νότ. Τομ. Αθηνών","South Athens Regional Unit",23,529826,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5438,2020-09-11,Ξάνθης,Xanthi,5,111222,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,6
5439,2020-09-11,Πάρου,Paros,11,14926,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,7,7
5440,2020-09-11,Πειραιώς,Piraeus,24,448997,less25,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0
5441,2020-09-11,Πέλλας,Pella,3,139680,less150,18,0,0,0,0,0,0,0,0,0,,,,,,0.3,97,124
