YearWeekISO,ReportingCountry,Denominator,NumberDosesReceived,NumberDosesExported,FirstDose,FirstDoseRefused,SecondDose,DoseAdditional1,DoseAdditional2,DoseAdditional3,DoseAdditional4,DoseAdditional5,UnknownDose,Region,TargetGroup,Vaccine,Population
2021-W32,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COMBA.4-,10678632
2021-W32,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,COMBA.4-,10678632
2021-W32,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,COMBA.1,10678632
2021-W32,EL,1748720,0,0,0,0,0,0,0,0,0,0,0,EL,Age<18,COMBA.1,10678632
2022-W03,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,COMBA.1,10459782
2022-W03,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,NVXD,10459782
2022-W03,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,NVXD,10459782
2022-W03,EL,1543527,0,0,0,0,0,0,0,0,0,0,0,EL,Age50_59,NVXD,10459782
2022-W03,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,JANSS,10459782
2022-W03,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,JANSS,10459782
2022-W03,EL,993883,0,0,289,0,0,168,0,0,0,0,0,EL,Age70_79,JANSS,10459782
2022-W03,EL,3366902,0,0,1286,0,0,3672,0,0,0,0,0,EL,Age25_49,JANSS,10459782
2022-W03,EL,3069731,0,0,1668,0,0,881,0,0,0,0,0,EL,1_Age60+,JANSS,10459782
2021-W32,EL,3069731,0,0,2382,0,0,0,0,0,0,0,0,EL,1_Age60+,JANSS,10678632
2021-W32,EL,8711062,0,0,9585,0,0,2,0,0,0,0,0,EL,ALL,JANSS,10678632
2021-W32,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,AZ,10678632
2021-W32,EL,730902,0,0,1,0,3,0,0,0,0,0,0,EL,Age18_24,AZ,10678632
2021-W32,EL,5641331,0,0,24,0,7143,2,0,0,0,0,0,EL,1_Age<60,AZ,10678632
2022-W03,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,MOD,10459782
2022-W03,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,MOD,10459782
2023-W15,EL,3069731,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age60+,COMBA.1,10459782
2023-W15,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COMBA.1,10459782
2023-W15,EL,3366902,0,0,0,0,0,0,0,0,0,0,0,EL,Age25_49,COMBA.1,10459782
2023-W15,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,COMBA.1,10459782
2023-W15,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,COMBA.1,10459782
2023-W15,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,COMBA.1,10459782
2023-W31,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,JANSS,10459782
2023-W31,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,JANSS,10459782
2023-W31,EL,3366902,0,0,1,0,0,0,0,0,0,0,0,EL,Age25_49,JANSS,10459782
2023-W31,EL,1543527,0,0,0,0,0,0,0,0,0,0,0,EL,Age50_59,JANSS,10459782
2023-W31,EL,993883,0,0,1,0,0,0,0,0,0,0,0,EL,Age70_79,JANSS,10459782
2023-W31,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,JANSS,10459782
2023-W31,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,JANSS,10459782
2023-W15,EL,274955,0,0,1,0,1,0,6,6,1,0,0,EL,HCW,COMBA.4-,10459782
2023-W15,EL,5641331,0,0,46,0,35,0,52,33,4,0,0,EL,1_Age<60,COMBA.4-,10459782
2023-W16,EL,1321765,0,0,0,0,0,0,0,0,0,0,0,EL,Age60_69,COM,10459782
2023-W16,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,COM,10459782
2023-W16,EL,1748720,0,0,0,0,14,0,0,0,0,0,0,EL,Age<18,COM,10459782
2023-W31,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,NVXD,10459782
2023-W31,EL,1748720,0,0,0,0,0,0,0,0,0,0,0,EL,Age<18,NVXD,10459782
2023-W31,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,NVXD,10459782
2023-W31,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,NVXD,10459782
2023-W31,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,COMBA.1,10459782
2023-W31,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,COMBA.1,10459782
2023-W31,EL,3069731,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age60+,COMBA.1,10459782
2023-W31,EL,3366902,0,0,0,0,0,0,0,0,0,0,0,EL,Age25_49,COMBA.1,10459782
2022-W16,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,NVXD,10459782
2022-W16,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,COMBA.1,10459782
2022-W16,EL,3069731,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age60+,COMBA.1,10459782
2022-W16,EL,3366902,0,0,0,0,0,0,0,0,0,0,0,EL,Age25_49,COMBA.1,10459782
2022-W16,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,COMBA.1,10459782
2022-W16,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,COMBA.4-,10459782
2022-W16,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COMBA.4-,10459782
2022-W16,EL,1543527,0,0,0,0,0,0,0,0,0,0,0,EL,Age50_59,COMBA.4-,10459782
2022-W16,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,COMBA.4-,10459782
2022-W16,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,COMBA.4-,10459782
2022-W17,EL,730902,0,0,92,0,313,986,3,0,0,0,0,EL,Age18_24,COM,10459782
2021-W37,EL,553606,0,0,7009,0,6859,0,0,0,0,0,0,EL,Age10_14,COM,10678632
2021-W37,EL,274955,0,0,73,0,72,0,0,0,0,0,0,EL,HCW,MOD,10678632
2021-W37,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,MOD,10678632
2022-W17,EL,1321765,0,0,46,0,219,1355,15459,0,0,0,0,EL,Age60_69,COM,10459782
2022-W17,EL,1748720,0,0,402,0,1650,95,0,0,0,0,0,EL,Age<18,COM,10459782
2022-W17,EL,553606,0,0,171,0,735,2,0,0,0,0,0,EL,Age10_14,COM,10459782
2022-W17,EL,274955,0,0,0,0,3,4,30,0,0,0,0,EL,HCW,MOD,10459782
2022-W17,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,MOD,10459782
2022-W17,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,MOD,10459782
2022-W17,EL,317000,0,0,0,0,0,1,0,0,0,0,0,EL,Age15_17,MOD,10459782
2022-W17,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,AZ,10459782
2021-W37,EL,993883,0,0,325,0,0,0,0,0,0,0,0,EL,Age70_79,JANSS,10678632
2021-W37,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,JANSS,10678632
2021-W37,EL,317000,0,0,3,0,0,0,0,0,0,0,0,EL,Age15_17,JANSS,10678632
2021-W37,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,NVXD,10678632
2021-W37,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,NVXD,10678632
2022-W03,EL,274955,0,0,31,0,38,717,15,0,0,0,0,EL,HCW,MOD,10459782
2022-W03,EL,553606,0,0,14237,0,6493,1,0,0,0,0,0,EL,Age10_14,COM,10459782
2022-W03,EL,1748720,0,0,35211,0,13217,82,0,0,0,0,0,EL,Age<18,COM,10459782
2022-W03,EL,1321765,0,0,4958,0,8613,31745,295,3,1,0,0,EL,Age60_69,COM,10459782
2022-W03,EL,8711062,73710,0,31003,0,43526,264053,1101,5,2,0,0,EL,ALL,COM,10459782
2022-W02,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,COMBA.4-,10459782
2022-W02,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,COMBA.4-,10459782
2021-W31,EL,1543527,0,0,0,0,0,0,0,0,0,0,0,EL,Age50_59,COMBA.4-,10678632
2021-W31,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COMBA.4-,10678632
2021-W31,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,COMBA.4-,10678632
2021-W31,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,COMBA.1,10678632
2021-W31,EL,3366902,0,0,0,0,0,0,0,0,0,0,0,EL,Age25_49,COMBA.1,10678632
2022-W02,EL,3069731,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age60+,COMBA.1,10459782
2022-W02,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,COMBA.1,10459782
2022-W02,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,NVXD,10459782
2022-W02,EL,730902,0,0,0,0,0,0,0,0,0,0,0,EL,Age18_24,NVXD,10459782
2022-W02,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,NVXD,10459782
2022-W02,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,JANSS,10459782
2022-W02,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,JANSS,10459782
2022-W02,EL,993883,0,0,437,0,0,203,0,0,0,0,0,EL,Age70_79,JANSS,10459782
2022-W02,EL,274955,0,0,54,0,0,178,0,0,0,0,0,EL,HCW,JANSS,10459782
2022-W02,EL,553606,0,0,1,0,0,0,0,0,0,0,0,EL,Age10_14,AZ,10459782
2021-W31,EL,1748720,0,0,0,0,0,0,0,0,0,0,0,EL,Age<18,AZ,10678632
2021-W31,EL,1321765,0,0,7,0,870,1,0,0,0,0,0,EL,Age60_69,AZ,10678632
2021-W31,EL,730902,0,0,1,0,3,0,0,0,0,0,0,EL,Age18_24,AZ,10678632
2021-W37,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,NVXD,10678632
2022-W17,EL,730902,0,0,0,0,0,0,0,0,0,0,0,EL,Age18_24,AZ,10459782
2022-W17,EL,1321765,0,0,0,0,0,1,0,0,0,0,0,EL,Age60_69,AZ,10459782
2022-W17,EL,8711062,0,0,112,0,0,390,4,0,0,0,0,EL,ALL,JANSS,10459782
2022-W17,EL,3069731,0,0,12,0,0,149,4,0,0,0,0,EL,1_Age60+,JANSS,10459782
2022-W17,EL,3366902,0,0,65,0,0,164,0,0,0,0,0,EL,Age25_49,JANSS,10459782
2022-W17,EL,993883,0,0,3,0,0,33,0,0,0,0,0,EL,Age70_79,JANSS,10459782
2022-W17,EL,754083,0,0,2,0,19,0,0,0,0,0,0,EL,Age80+,NVXD,10459782
2022-W17,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,NVXD,10459782
2021-W38,EL,5641331,0,0,38959,0,93393,4600,6,0,0,0,0,EL,1_Age<60,COM,10678632
2021-W38,EL,730902,0,0,8730,0,18457,81,0,0,0,0,0,EL,Age18_24,COM,10678632
2021-W38,EL,1321765,0,0,2640,0,4486,2905,1,0,0,0,0,EL,Age60_69,COM,10678632
2021-W38,EL,1748720,0,0,8304,0,23982,5,0,0,0,0,0,EL,Age<18,COM,10678632
2021-W38,EL,553606,0,0,3706,0,10443,0,0,0,0,0,0,EL,Age10_14,COM,10678632
2021-W38,EL,993883,0,0,44,0,68,44,0,0,0,0,0,EL,Age70_79,MOD,10678632
2022-W17,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,COMBA.1,10459782
2022-W17,EL,1321765,0,0,0,0,0,0,0,0,0,0,0,EL,Age60_69,COMBA.1,10459782
2022-W17,EL,1748720,0,0,0,0,0,0,0,0,0,0,0,EL,Age<18,COMBA.1,10459782
2022-W18,EL,3069731,0,0,4,0,17,82,2651,0,0,0,0,EL,1_Age60+,MOD,10459782
2021-W38,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,AZ,10678632
2021-W38,EL,8711062,211200,0,8574,0,0,4,0,0,0,0,0,EL,ALL,JANSS,10678632
2021-W38,EL,3069731,0,0,1593,0,0,2,0,0,0,0,0,EL,1_Age60+,JANSS,10678632
2021-W38,EL,3366902,0,0,4043,0,0,2,0,0,0,0,0,EL,Age25_49,JANSS,10678632
2021-W38,EL,993883,0,0,280,0,0,0,0,0,0,0,0,EL,Age70_79,JANSS,10678632
2023-W24,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,COM,10459782
2023-W24,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,MOD,10459782
2023-W24,EL,730902,0,0,0,0,0,0,0,0,0,0,0,EL,Age18_24,MOD,10459782
2023-W24,EL,1321765,0,0,0,0,0,0,0,0,0,0,0,EL,Age60_69,MOD,10459782
2023-W24,EL,1748720,0,0,0,0,0,0,0,0,0,0,0,EL,Age<18,MOD,10459782
2022-W51,EL,1543527,0,0,0,0,0,0,0,0,0,0,0,EL,Age50_59,AZ,10459782
2022-W51,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,AZ,10459782
2022-W51,EL,754083,0,0,0,0,0,0,3,0,0,0,0,EL,Age80+,COMBA.1,10459782
2022-W51,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,COMBA.1,10459782
2022-W51,EL,8711062,0,0,5,0,113,1156,12285,6264,44,0,0,EL,ALL,COMBA.4-,10459782
2022-W51,EL,3069731,0,0,0,0,23,357,8171,5411,29,0,0,EL,1_Age60+,COMBA.4-,10459782
2022-W51,EL,3366902,0,0,2,0,59,522,2002,365,9,0,0,EL,Age25_49,COMBA.4-,10459782
2023-W24,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,NVXD,10459782
2023-W24,EL,3069731,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age60+,NVXD,10459782
2023-W24,EL,3366902,0,0,0,0,0,0,0,0,0,0,0,EL,Age25_49,NVXD,10459782
2023-W24,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,NVXD,10459782
2023-W24,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,COMBA.1,10459782
2023-W24,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COMBA.1,10459782
2023-W24,EL,1543527,0,0,0,0,0,0,0,0,0,0,0,EL,Age50_59,COMBA.1,10459782
2022-W51,EL,553606,0,0,0,0,1,1,0,0,0,0,0,EL,Age10_14,COMBA.4-,10459782
2022-W52,EL,274955,0,0,2,0,4,0,0,0,0,0,0,EL,HCW,COM,10459782
2022-W52,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COM,10459782
2022-W52,EL,1543527,0,0,4,0,9,1,0,0,0,0,0,EL,Age50_59,COM,10459782
2022-W52,EL,754083,0,0,7,0,5,0,0,0,0,0,0,EL,Age80+,COM,10459782
2023-W24,EL,553606,0,0,0,0,1,0,0,0,0,0,0,EL,Age10_14,COMBA.4-,10459782
2023-W25,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,COM,10459782
2023-W25,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,COM,10459782
2023-W25,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,COM,10459782
2023-W25,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,COM,10459782
2023-W25,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,MOD,10459782
2021-W31,EL,5641331,0,0,27,0,13943,2,0,0,0,0,0,EL,1_Age<60,AZ,10678632
2022-W02,EL,754083,0,0,202,0,160,613,1,0,0,0,0,EL,Age80+,MOD,10459782
2022-W02,EL,1543527,0,0,236,0,357,11398,3,0,0,0,0,EL,Age50_59,MOD,10459782
2022-W02,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,MOD,10459782
2022-W02,EL,274955,0,0,24,0,36,905,0,0,0,0,0,EL,HCW,MOD,10459782
2022-W02,EL,993883,0,0,4172,0,7953,21968,5,0,0,0,0,EL,Age70_79,COM,10459782
2022-W02,EL,3366902,0,0,9191,0,15997,155362,2,0,0,0,0,EL,Age25_49,COM,10459782
2022-W02,EL,3069731,0,0,19078,0,29884,75743,22,2,0,0,0,EL,1_Age60+,COM,10459782
2022-W02,EL,8711062,606060,0,34571,0,56479,321600,31,2,0,0,0,EL,ALL,COM,10459782
2022-W01,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,COMBA.4-,10459782
2022-W01,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,COMBA.4-,10459782
2021-W30,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,COMBA.4-,10678632
2021-W30,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,COMBA.4-,10678632
2021-W30,EL,1543527,0,0,0,0,0,0,0,0,0,0,0,EL,Age50_59,COMBA.4-,10678632
2021-W30,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,COMBA.1,10678632
2022-W01,EL,3366902,0,0,0,0,0,0,0,0,0,0,0,EL,Age25_49,COMBA.1,10459782
2022-W01,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,NVXD,10459782
2022-W01,EL,1748720,0,0,0,0,0,0,0,0,0,0,0,EL,Age<18,NVXD,10459782
2022-W01,EL,1321765,0,0,0,0,0,0,0,0,0,0,0,EL,Age60_69,NVXD,10459782
2022-W01,EL,730902,0,0,0,0,0,0,0,0,0,0,0,EL,Age18_24,NVXD,10459782
2022-W01,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,NVXD,10459782
2022-W01,EL,754083,0,0,1130,0,0,193,0,0,0,0,0,EL,Age80+,JANSS,10459782
2022-W01,EL,1543527,0,0,356,0,0,815,0,0,0,0,0,EL,Age50_59,JANSS,10459782
2022-W01,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,JANSS,10459782
2021-W30,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,COMBA.1,10678632
2021-W30,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,COMBA.1,10678632
2021-W30,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,JANSS,10678632
2021-W30,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,JANSS,10678632
2021-W30,EL,274955,0,0,354,0,0,0,0,0,0,0,0,EL,HCW,JANSS,10678632
2022-W01,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,MOD,10459782
2022-W01,EL,754083,0,0,107,0,92,613,0,0,0,0,0,EL,Age80+,MOD,10459782
2022-W01,EL,1543527,0,0,248,0,327,12567,0,0,0,0,0,EL,Age50_59,MOD,10459782
2023-W25,EL,730902,0,0,0,0,0,0,0,0,0,0,0,EL,Age18_24,MOD,10459782
2023-W25,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,MOD,10459782
2023-W25,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,AZ,10459782
2022-W52,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,MOD,10459782
2022-W52,EL,730902,0,0,0,0,0,0,0,0,0,0,0,EL,Age18_24,MOD,10459782
2022-W52,EL,1321765,0,0,0,0,0,0,0,0,0,0,0,EL,Age60_69,MOD,10459782
2022-W52,EL,1748720,0,0,0,0,0,0,0,0,0,0,0,EL,Age<18,MOD,10459782
2022-W52,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,MOD,10459782
2022-W52,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,AZ,10459782
2022-W52,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,AZ,10459782
2022-W52,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,AZ,10459782
2022-W52,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,AZ,10459782
2022-W52,EL,5641331,0,0,3,0,0,8,0,0,0,0,0,EL,1_Age<60,JANSS,10459782
2022-W52,EL,730902,0,0,0,0,0,4,0,0,0,0,0,EL,Age18_24,JANSS,10459782
2022-W52,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,JANSS,10459782
2022-W52,EL,8711062,0,0,1,0,3,0,0,0,0,0,0,EL,ALL,NVXD,10459782
2022-W52,EL,3069731,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age60+,NVXD,10459782
2022-W52,EL,1543527,0,0,0,0,0,0,0,0,0,0,0,EL,Age50_59,COMBA.1,10459782
2022-W52,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,COMBA.1,10459782
2021-W03,EL,1543527,0,0,4,0,2,0,0,0,0,0,0,EL,Age50_59,MOD,10678632
2021-W03,EL,993883,0,0,38,0,0,0,0,0,0,0,0,EL,Age70_79,MOD,10678632
2021-W03,EL,754083,0,0,40,0,0,0,0,0,0,0,0,EL,Age80+,MOD,10678632
2021-W03,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,MOD,10678632
2021-W03,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,MOD,10678632
2021-W03,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,MOD,10678632
2021-W03,EL,5641331,0,0,25,0,1,0,0,0,0,0,0,EL,1_Age<60,AZ,10678632
2021-W03,EL,1748720,0,0,0,0,0,0,0,0,0,0,0,EL,Age<18,AZ,10678632
2022-W01,EL,317000,0,0,3038,0,4389,16,0,0,0,0,0,EL,Age15_17,COM,10459782
2022-W01,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,COM,10459782
2022-W01,EL,993883,0,0,2558,0,8985,21820,12,0,0,0,0,EL,Age70_79,COM,10459782
2022-W01,EL,3366902,0,0,9743,0,20152,142359,4,1,0,0,0,EL,Age25_49,COM,10459782
2022-W01,EL,3069731,0,0,11342,0,32230,76141,32,8,0,0,0,EL,1_Age60+,COM,10459782
2021-W30,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,AZ,10678632
2021-W30,EL,1748720,0,0,0,0,0,0,0,0,0,0,0,EL,Age<18,AZ,10678632
2021-W30,EL,1321765,0,0,8,0,1296,5,1,0,0,0,0,EL,Age60_69,AZ,10678632
2021-W30,EL,8711062,207700,0,53,0,29202,9,1,0,0,0,0,EL,ALL,AZ,10678632
2021-W29,EL,730902,0,0,0,0,0,0,0,0,0,0,0,EL,Age18_24,COMBA.4-,10678632
2021-W29,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,COMBA.4-,10678632
2021-W52,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COMBA.1,10678632
2021-W52,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,COMBA.1,10678632
2021-W52,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,NVXD,10678632
2021-W52,EL,1748720,0,0,0,0,0,0,0,0,0,0,0,EL,Age<18,NVXD,10678632
2021-W52,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,NVXD,10678632
2021-W52,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,JANSS,10678632
2021-W52,EL,754083,0,0,1151,0,0,198,0,0,0,0,0,EL,Age80+,JANSS,10678632
2021-W03,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,AZ,10678632
2021-W03,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,AZ,10678632
2021-W03,EL,8711062,0,0,1,0,0,0,0,0,0,0,0,EL,ALL,JANSS,10678632
2021-W03,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,JANSS,10678632
2021-W03,EL,3069731,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age60+,JANSS,10678632
2021-W03,EL,3366902,0,0,0,0,0,0,0,0,0,0,0,EL,Age25_49,JANSS,10678632
2021-W52,EL,1543527,0,0,447,0,0,738,0,0,0,0,0,EL,Age50_59,JANSS,10678632
2021-W52,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,JANSS,10678632
2021-W29,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,COMBA.1,10678632
2021-W29,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,COMBA.1,10678632
2021-W29,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,COMBA.1,10678632
2021-W29,EL,274955,0,0,315,0,0,1,0,0,0,0,0,EL,HCW,JANSS,10678632
2021-W29,EL,993883,0,0,19,0,1110,1,0,0,0,0,0,EL,Age70_79,AZ,10678632
2021-W52,EL,1321765,0,0,658,0,248,4917,2,0,0,0,0,EL,Age60_69,MOD,10678632
2021-W52,EL,730902,0,0,5,0,55,12,0,0,0,0,0,EL,Age18_24,MOD,10678632
2021-W52,EL,5641331,0,0,1404,0,1259,27640,2,0,0,0,0,EL,1_Age<60,MOD,10678632
2021-W52,EL,317000,0,0,3335,0,4708,17,0,0,0,0,0,EL,Age15_17,COM,10678632
2021-W52,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,COM,10678632
2021-W52,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COM,10678632
2021-W52,EL,274955,0,0,284,0,447,6211,1,0,0,0,0,EL,HCW,COM,10678632
2021-W29,EL,3366902,0,0,133,0,37388,1,0,0,0,0,0,EL,Age25_49,AZ,10678632
2021-W29,EL,3069731,0,0,60,0,3435,9,0,0,0,0,0,EL,1_Age60+,AZ,10678632
2021-W29,EL,8711062,60200,0,233,0,47656,11,0,0,0,0,0,EL,ALL,AZ,10678632
2021-W28,EL,1321765,0,0,0,0,0,0,0,0,0,0,0,EL,Age60_69,COMBA.4-,10678632
2021-W28,EL,730902,0,0,0,0,0,0,0,0,0,0,0,EL,Age18_24,COMBA.4-,10678632
2021-W28,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,COMBA.4-,10678632
2021-W28,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,COMBA.1,10678632
2021-W51,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COMBA.1,10678632
2021-W51,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,COMBA.1,10678632
2021-W51,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,NVXD,10678632
2021-W51,EL,3366902,0,0,0,0,0,0,0,0,0,0,0,EL,Age25_49,NVXD,10678632
2021-W51,EL,3069731,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age60+,NVXD,10678632
2021-W51,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,NVXD,10678632
2021-W51,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,JANSS,10678632
