id,date,region,region_id,cases,deaths,recovered,active,tests,region_to_prefid
1136,2020-10-30,Peloponnese,GR-J,741,0,0,0,0,10
1137,2020-10-31,Peloponnese,GR-J,762,0,0,0,0,10
1138,2020-11-01,Peloponnese,GR-J,784,0,0,0,0,10
1139,2020-11-02,Peloponnese,GR-J,813,0,0,0,0,10
1140,2020-11-03,Peloponnese,GR-J,877,0,0,0,0,10
1141,2020-11-04,Peloponnese,GR-J,966,0,0,0,0,10
1142,2020-11-05,Peloponnese,GR-J,1017,0,0,0,0,10
1143,2020-11-06,Peloponnese,GR-J,1072,0,0,0,0,10
1144,2020-11-07,Peloponnese,GR-J,1093,0,0,0,0,10
1145,2020-11-08,Peloponnese,GR-J,1111,0,0,0,0,10
1146,2020-11-09,Peloponnese,GR-J,1138,1,0,0,0,10
1147,2020-11-10,Peloponnese,GR-J,1187,1,0,0,0,10
1148,2020-11-11,Peloponnese,GR-J,1226,1,0,0,0,10
1149,2020-11-12,Peloponnese,GR-J,1263,1,0,0,0,10
1150,2020-11-13,Peloponnese,GR-J,1309,1,0,0,0,10
1151,2020-11-14,Peloponnese,GR-J,1350,1,0,0,0,10
1152,2020-11-15,Peloponnese,GR-J,1370,1,0,0,0,10
1153,2020-11-16,Peloponnese,GR-J,1389,1,0,0,0,10
1154,2020-11-17,Peloponnese,GR-J,1417,1,0,0,0,10
1155,2020-11-18,Peloponnese,GR-J,1462,1,0,0,0,10
1156,2020-11-19,Peloponnese,GR-J,1497,1,0,0,0,10
1157,2020-11-20,Peloponnese,GR-J,1547,1,0,0,0,10
1158,2020-11-21,Peloponnese,GR-J,1570,1,0,0,0,10
1159,2020-11-22,Peloponnese,GR-J,1580,1,0,0,0,10
1160,2020-11-23,Peloponnese,GR-J,1592,1,0,0,0,10
1161,2020-11-24,Peloponnese,GR-J,1623,1,0,0,0,10
1162,2020-11-25,Peloponnese,GR-J,1647,1,0,0,0,10
1163,2020-11-26,Peloponnese,GR-J,1673,1,0,0,0,10
1164,2020-11-27,Peloponnese,GR-J,1696,1,0,0,0,10
1165,2020-11-28,Peloponnese,GR-J,1718,1,0,0,0,10
1166,2020-11-29,Peloponnese,GR-J,1722,1,0,0,0,10
1167,2020-11-30,Peloponnese,GR-J,1747,1,0,0,0,10
1168,2020-12-01,Peloponnese,GR-J,1777,1,0,0,0,10
1169,2020-12-02,Peloponnese,GR-J,1818,1,0,0,0,10
1170,2020-12-03,Peloponnese,GR-J,1840,1,0,0,0,10
1171,2020-12-04,Peloponnese,GR-J,1879,1,0,0,0,10
1172,2020-12-05,Peloponnese,GR-J,1898,1,0,0,0,10
1173,2020-12-06,Peloponnese,GR-J,1913,1,0,0,0,10
1174,2020-12-07,Peloponnese,GR-J,1921,1,0,0,0,10
1175,2020-12-08,Peloponnese,GR-J,1972,1,0,0,0,10
1176,2020-12-09,Peloponnese,GR-J,1997,1,0,0,0,10
1177,2020-12-10,Peloponnese,GR-J,2013,1,0,0,0,10
1178,2020-12-11,Peloponnese,GR-J,2025,1,0,0,0,10
1179,2020-12-12,Peloponnese,GR-J,2040,1,0,0,0,10
1180,2020-12-13,Peloponnese,GR-J,2048,1,0,0,0,10
1181,2020-12-14,Peloponnese,GR-J,2054,1,0,0,0,10
1182,2020-12-15,Peloponnese,GR-J,2071,1,0,0,0,10
1183,2020-12-16,Peloponnese,GR-J,2084,1,0,0,0,10
1184,2020-12-17,Peloponnese,GR-J,2108,1,0,0,0,10
1185,2020-02-26,Epirus,GR-D,0,0,0,0,0,6
1186,2020-02-27,Epirus,GR-D,0,0,0,0,0,6
1187,2020-02-28,Epirus,GR-D,0,0,0,0,0,6
1188,2020-02-29,Epirus,GR-D,0,0,0,0,0,6
1189,2020-03-01,Epirus,GR-D,0,0,0,0,0,6
1190,2020-03-02,Epirus,GR-D,0,0,0,0,0,6
1191,2020-03-03,Epirus,GR-D,0,0,0,0,0,6
1192,2020-03-04,Epirus,GR-D,0,0,0,0,0,6
1193,2020-03-05,Epirus,GR-D,0,0,0,0,0,6
1194,2020-03-06,Epirus,GR-D,0,0,0,0,0,6
1195,2020-03-07,Epirus,GR-D,0,0,0,0,0,6
1196,2020-03-08,Epirus,GR-D,0,0,0,0,0,6
1197,2020-03-09,Epirus,GR-D,0,0,0,0,0,6
1198,2020-03-10,Epirus,GR-D,0,0,0,0,0,6
1199,2020-03-11,Epirus,GR-D,0,0,0,0,0,6
1200,2020-03-12,Epirus,GR-D,0,0,0,0,0,6
1201,2020-03-13,Epirus,GR-D,0,0,0,0,0,6
1202,2020-03-14,Epirus,GR-D,0,0,0,0,0,6
1203,2020-03-15,Epirus,GR-D,0,0,0,0,0,6
1204,2020-03-16,Epirus,GR-D,0,0,0,0,0,6
1205,2020-03-17,Epirus,GR-D,0,0,0,0,0,6
1206,2020-03-18,Epirus,GR-D,3,0,0,0,0,6
1207,2020-03-19,Epirus,GR-D,3,0,0,0,0,6
1208,2020-03-20,Epirus,GR-D,3,0,0,0,0,6
1209,2020-03-21,Epirus,GR-D,3,0,0,0,0,6
1210,2020-03-22,Epirus,GR-D,3,0,0,0,0,6
1211,2020-03-23,Epirus,GR-D,3,0,0,0,0,6
1212,2020-03-24,Epirus,GR-D,5,0,0,0,0,6
1213,2020-03-25,Epirus,GR-D,5,0,0,0,0,6
1214,2020-03-26,Epirus,GR-D,5,0,0,0,0,6
1215,2020-03-27,Epirus,GR-D,5,0,0,0,0,6
1216,2020-03-28,Epirus,GR-D,5,0,0,0,0,6
1217,2020-03-29,Epirus,GR-D,5,0,0,0,0,6
1218,2020-03-30,Epirus,GR-D,7,0,0,0,0,6
1219,2020-03-31,Epirus,GR-D,7,0,0,0,0,6
1220,2020-04-01,Epirus,GR-D,7,0,0,0,0,6
1221,2020-04-02,Epirus,GR-D,7,0,0,0,0,6
1222,2020-04-03,Epirus,GR-D,7,0,0,0,0,6
1223,2020-04-04,Epirus,GR-D,7,0,0,0,0,6
1224,2020-04-05,Epirus,GR-D,7,0,0,0,0,6
1225,2020-04-06,Epirus,GR-D,7,0,0,0,0,6
1226,2020-04-07,Epirus,GR-D,7,0,0,0,0,6
1227,2020-04-08,Epirus,GR-D,7,0,0,0,0,6
1228,2020-04-09,Epirus,GR-D,7,0,0,0,0,6
1229,2020-04-10,Epirus,GR-D,7,0,0,0,0,6
1230,2020-04-11,Epirus,GR-D,7,0,0,0,0,6
1231,2020-04-12,Epirus,GR-D,7,0,0,0,0,6
1232,2020-04-13,Epirus,GR-D,7,0,0,0,0,6
1233,2020-04-14,Epirus,GR-D,7,0,0,0,0,6
1234,2020-04-15,Epirus,GR-D,7,0,0,0,0,6
1235,2020-04-16,Epirus,GR-D,7,0,0,0,0,6
1236,2020-04-17,Epirus,GR-D,7,0,0,0,0,6
1237,2020-04-18,Epirus,GR-D,7,0,0,0,0,6
1238,2020-04-19,Epirus,GR-D,7,0,0,0,0,6
1239,2020-04-20,Epirus,GR-D,7,0,0,0,0,6
1240,2020-04-21,Epirus,GR-D,7,0,0,0,0,6
1241,2020-04-22,Epirus,GR-D,7,0,0,0,0,6
1242,2020-04-23,Epirus,GR-D,7,0,0,0,0,6
1243,2020-04-24,Epirus,GR-D,7,0,0,0,0,6
1244,2020-04-25,Epirus,GR-D,7,0,0,0,0,6
1245,2020-04-26,Epirus,GR-D,7,0,0,0,0,6
1246,2020-04-27,Epirus,GR-D,7,0,0,0,0,6
1247,2020-04-28,Epirus,GR-D,7,0,0,0,0,6
1248,2020-04-29,Epirus,GR-D,7,0,0,0,0,6
1249,2020-04-30,Epirus,GR-D,7,0,0,0,0,6
1250,2020-05-01,Epirus,GR-D,7,0,0,0,0,6
1251,2020-05-02,Epirus,GR-D,7,0,0,0,0,6
1252,2020-05-03,Epirus,GR-D,7,0,0,0,0,6
1253,2020-05-04,Epirus,GR-D,7,0,0,0,0,6
1254,2020-05-05,Epirus,GR-D,7,0,0,0,0,6
1255,2020-05-06,Epirus,GR-D,7,0,0,0,0,6
1256,2020-05-07,Epirus,GR-D,7,0,0,0,0,6
1257,2020-05-08,Epirus,GR-D,7,0,0,0,0,6
1258,2020-05-09,Epirus,GR-D,7,0,0,0,0,6
1259,2020-05-10,Epirus,GR-D,7,0,0,0,0,6
1260,2020-05-11,Epirus,GR-D,7,0,0,0,0,6
1261,2020-05-12,Epirus,GR-D,7,0,0,0,0,6
1262,2020-05-13,Epirus,GR-D,7,0,0,0,0,6
1263,2020-05-14,Epirus,GR-D,7,0,0,0,0,6
1264,2020-05-15,Epirus,GR-D,7,0,0,0,0,6
1265,2020-05-16,Epirus,GR-D,7,0,0,0,0,6
1266,2020-05-17,Epirus,GR-D,7,0,0,0,0,6
1267,2020-05-18,Epirus,GR-D,7,0,0,0,0,6
1268,2020-05-19,Epirus,GR-D,7,0,0,0,0,6
1269,2020-05-20,Epirus,GR-D,7,0,0,0,0,6
1270,2020-05-21,Epirus,GR-D,7,0,0,0,0,6
1271,2020-05-22,Epirus,GR-D,7,0,0,0,0,6
1272,2020-05-23,Epirus,GR-D,7,0,0,0,0,6
1273,2020-05-24,Epirus,GR-D,7,0,0,0,0,6
1274,2020-05-25,Epirus,GR-D,7,0,0,0,0,6
1275,2020-05-26,Epirus,GR-D,7,0,0,0,0,6
1276,2020-05-27,Epirus,GR-D,7,0,0,0,0,6
1277,2020-05-28,Epirus,GR-D,7,0,0,0,0,6
1278,2020-05-29,Epirus,GR-D,7,0,0,0,0,6
1279,2020-05-30,Epirus,GR-D,7,0,0,0,0,6
1280,2020-05-31,Epirus,GR-D,7,0,0,0,0,6
1281,2020-06-01,Epirus,GR-D,7,0,0,0,0,6
1282,2020-06-02,Epirus,GR-D,7,0,0,0,0,6
1283,2020-06-03,Epirus,GR-D,7,0,0,0,0,6
1284,2020-06-04,Epirus,GR-D,7,0,0,0,0,6
1285,2020-06-05,Epirus,GR-D,7,0,0,0,0,6
1286,2020-06-06,Epirus,GR-D,7,0,0,0,0,6
1287,2020-06-07,Epirus,GR-D,7,0,0,0,0,6
1288,2020-06-08,Epirus,GR-D,7,0,0,0,0,6
1289,2020-06-09,Epirus,GR-D,7,0,0,0,0,6
1290,2020-06-10,Epirus,GR-D,7,0,0,0,0,6
1291,2020-06-11,Epirus,GR-D,7,0,0,0,0,6
1292,2020-06-12,Epirus,GR-D,7,0,0,0,0,6
1293,2020-06-13,Epirus,GR-D,7,0,0,0,0,6
1294,2020-06-14,Epirus,GR-D,7,0,0,0,0,6
1295,2020-06-15,Epirus,GR-D,7,0,0,0,0,6
1296,2020-06-16,Epirus,GR-D,7,0,0,0,0,6
1297,2020-06-17,Epirus,GR-D,7,0,0,0,0,6
1298,2020-06-18,Epirus,GR-D,7,0,0,0,0,6
1299,2020-06-19,Epirus,GR-D,7,0,0,0,0,6
1300,2020-06-20,Epirus,GR-D,7,0,0,0,0,6
1301,2020-06-21,Epirus,GR-D,9,0,0,0,0,6
1302,2020-06-22,Epirus,GR-D,14,0,0,0,0,6
1303,2020-06-23,Epirus,GR-D,16,0,0,0,0,6
1304,2020-06-24,Epirus,GR-D,16,0,0,0,0,6
1305,2020-06-25,Epirus,GR-D,17,0,0,0,0,6
1306,2020-06-26,Epirus,GR-D,20,0,0,0,0,6
1307,2020-06-27,Epirus,GR-D,22,0,0,0,0,6
1308,2020-06-28,Epirus,GR-D,22,0,0,0,0,6
1309,2020-06-29,Epirus,GR-D,22,0,0,0,0,6
1310,2020-06-30,Epirus,GR-D,22,0,0,0,0,6
1311,2020-07-01,Epirus,GR-D,22,0,0,0,0,6
1312,2020-07-02,Epirus,GR-D,22,0,0,0,0,6
1313,2020-07-03,Epirus,GR-D,22,0,0,0,0,6
1314,2020-07-04,Epirus,GR-D,22,0,0,0,0,6
1315,2020-07-05,Epirus,GR-D,22,0,0,0,0,6
1316,2020-07-06,Epirus,GR-D,22,1,0,0,0,6
1317,2020-07-07,Epirus,GR-D,22,1,0,0,0,6
1318,2020-07-08,Epirus,GR-D,22,1,0,0,0,6
1319,2020-07-09,Epirus,GR-D,22,1,0,0,0,6
1320,2020-07-10,Epirus,GR-D,22,1,0,0,0,6
1321,2020-07-11,Epirus,GR-D,22,1,0,0,0,6
1322,2020-07-12,Epirus,GR-D,22,1,0,0,0,6
1323,2020-07-13,Epirus,GR-D,22,1,0,0,0,6
1324,2020-07-14,Epirus,GR-D,23,1,0,0,0,6
1325,2020-07-15,Epirus,GR-D,23,1,0,0,0,6
1326,2020-07-16,Epirus,GR-D,23,1,0,0,0,6
1327,2020-07-17,Epirus,GR-D,23,1,0,0,0,6
1328,2020-07-18,Epirus,GR-D,23,1,0,0,0,6
1329,2020-07-19,Epirus,GR-D,23,1,0,0,0,6
1330,2020-07-20,Epirus,GR-D,23,1,0,0,0,6
1331,2020-07-21,Epirus,GR-D,23,1,0,0,0,6
1332,2020-07-22,Epirus,GR-D,23,1,0,0,0,6
1333,2020-07-23,Epirus,GR-D,23,1,0,0,0,6
1334,2020-07-24,Epirus,GR-D,23,1,0,0,0,6
1335,2020-07-25,Epirus,GR-D,23,1,0,0,0,6
1336,2020-07-26,Epirus,GR-D,23,1,0,0,0,6
1337,2020-07-27,Epirus,GR-D,23,1,0,0,0,6
1338,2020-07-28,Epirus,GR-D,23,1,0,0,0,6
1339,2020-07-29,Epirus,GR-D,23,1,0,0,0,6
1340,2020-07-30,Epirus,GR-D,23,1,0,0,0,6
1341,2020-07-31,Epirus,GR-D,23,1,0,0,0,6
1342,2020-08-01,Epirus,GR-D,23,1,0,0,0,6
1343,2020-08-02,Epirus,GR-D,24,1,0,0,0,6
1344,2020-08-03,Epirus,GR-D,24,1,0,0,0,6
1345,2020-08-04,Epirus,GR-D,24,1,0,0,0,6
1346,2020-08-05,Epirus,GR-D,24,1,0,0,0,6
1347,2020-08-06,Epirus,GR-D,27,1,0,0,0,6
1348,2020-08-07,Epirus,GR-D,27,1,0,0,0,6
1349,2020-08-08,Epirus,GR-D,32,1,0,0,0,6
1350,2020-08-09,Epirus,GR-D,32,1,0,0,0,6
1351,2020-08-10,Epirus,GR-D,33,1,0,0,0,6
1352,2020-08-11,Epirus,GR-D,34,1,0,0,0,6
1353,2020-08-12,Epirus,GR-D,35,1,0,0,0,6
1354,2020-08-13,Epirus,GR-D,36,1,0,0,0,6
1355,2020-08-14,Epirus,GR-D,37,1,0,0,0,6
1356,2020-08-15,Epirus,GR-D,41,1,0,0,0,6
1357,2020-08-16,Epirus,GR-D,44,1,0,0,0,6
1358,2020-08-17,Epirus,GR-D,44,1,0,0,0,6
1359,2020-08-18,Epirus,GR-D,45,1,0,0,0,6
1360,2020-08-19,Epirus,GR-D,45,1,0,0,0,6
1361,2020-08-20,Epirus,GR-D,49,1,0,0,0,6
1362,2020-08-21,Epirus,GR-D,54,1,0,0,0,6
1363,2020-08-22,Epirus,GR-D,55,1,0,0,0,6
1364,2020-08-23,Epirus,GR-D,57,1,0,0,0,6
1365,2020-08-24,Epirus,GR-D,59,1,0,0,0,6
1366,2020-08-25,Epirus,GR-D,60,1,0,0,0,6
1367,2020-08-26,Epirus,GR-D,64,1,0,0,0,6
1368,2020-08-27,Epirus,GR-D,67,1,0,0,0,6
1369,2020-08-28,Epirus,GR-D,67,1,0,0,0,6
1370,2020-08-29,Epirus,GR-D,72,1,0,0,0,6
1371,2020-08-30,Epirus,GR-D,75,1,0,0,0,6
1372,2020-08-31,Epirus,GR-D,81,1,0,0,0,6
1373,2020-09-01,Epirus,GR-D,86,1,0,0,0,6
1374,2020-09-02,Epirus,GR-D,92,1,0,0,0,6
1375,2020-09-03,Epirus,GR-D,96,1,0,0,0,6
1376,2020-09-04,Epirus,GR-D,100,1,0,0,0,6
1377,2020-09-05,Epirus,GR-D,103,1,0,0,0,6
1378,2020-09-06,Epirus,GR-D,103,1,0,0,0,6
1379,2020-09-07,Epirus,GR-D,105,1,0,0,0,6
1380,2020-09-08,Epirus,GR-D,108,1,0,0,0,6
1381,2020-09-09,Epirus,GR-D,110,1,0,0,0,6
1382,2020-09-10,Epirus,GR-D,119,1,0,0,0,6
1383,2020-09-11,Epirus,GR-D,119,1,0,0,0,6
1384,2020-09-12,Epirus,GR-D,120,1,0,0,0,6
1385,2020-09-13,Epirus,GR-D,122,1,0,0,0,6
1386,2020-09-14,Epirus,GR-D,123,1,0,0,0,6
1387,2020-09-15,Epirus,GR-D,127,1,0,0,0,6
1388,2020-09-16,Epirus,GR-D,128,2,0,0,0,6
1389,2020-09-17,Epirus,GR-D,132,2,0,0,0,6
1390,2020-09-18,Epirus,GR-D,140,2,0,0,0,6
1391,2020-09-19,Epirus,GR-D,152,2,0,0,0,6
1392,2020-09-20,Epirus,GR-D,155,2,0,0,0,6
1393,2020-09-21,Epirus,GR-D,156,2,0,0,0,6
1394,2020-09-22,Epirus,GR-D,158,2,0,0,0,6
1395,2020-09-23,Epirus,GR-D,160,2,0,0,0,6
1396,2020-09-24,Epirus,GR-D,169,2,0,0,0,6
1397,2020-09-25,Epirus,GR-D,175,2,0,0,0,6
1398,2020-09-26,Epirus,GR-D,181,2,0,0,0,6
1399,2020-09-27,Epirus,GR-D,185,2,0,0,0,6
1400,2020-09-28,Epirus,GR-D,198,2,0,0,0,6
1401,2020-09-29,Epirus,GR-D,207,2,0,0,0,6
1402,2020-09-30,Epirus,GR-D,211,2,0,0,0,6
1403,2020-10-01,Epirus,GR-D,215,2,0,0,0,6
1404,2020-10-02,Epirus,GR-D,233,2,0,0,0,6
1405,2020-10-03,Epirus,GR-D,239,2,0,0,0,6
1406,2020-10-04,Epirus,GR-D,249,2,0,0,0,6
1407,2020-10-05,Epirus,GR-D,259,2,0,0,0,6
1408,2020-10-06,Epirus,GR-D,271,2,0,0,0,6
1409,2020-10-07,Epirus,GR-D,298,2,0,0,0,6
1410,2020-10-08,Epirus,GR-D,318,2,0,0,0,6
1411,2020-10-09,Epirus,GR-D,342,2,0,0,0,6
1412,2020-10-10,Epirus,GR-D,370,2,0,0,0,6
1413,2020-10-11,Epirus,GR-D,385,2,0,0,0,6
1414,2020-10-12,Epirus,GR-D,400,3,0,0,0,6
1415,2020-10-13,Epirus,GR-D,415,3,0,0,0,6
1416,2020-10-14,Epirus,GR-D,435,3,0,0,0,6
1417,2020-10-15,Epirus,GR-D,459,4,0,0,0,6
1418,2020-10-16,Epirus,GR-D,492,4,0,0,0,6
1419,2020-10-17,Epirus,GR-D,508,4,0,0,0,6
1420,2020-10-18,Epirus,GR-D,538,4,0,0,0,6
1421,2020-10-19,Epirus,GR-D,550,4,0,0,0,6
1422,2020-10-20,Epirus,GR-D,570,4,0,0,0,6
1423,2020-10-21,Epirus,GR-D,603,4,0,0,0,6
1424,2020-10-22,Epirus,GR-D,626,4,0,0,0,6
1425,2020-10-23,Epirus,GR-D,649,4,0,0,0,6
1426,2020-10-24,Epirus,GR-D,688,4,0,0,0,6
1427,2020-10-25,Epirus,GR-D,726,4,0,0,0,6
1428,2020-10-26,Epirus,GR-D,786,5,0,0,0,6
1429,2020-10-27,Epirus,GR-D,813,5,0,0,0,6
1430,2020-10-28,Epirus,GR-D,869,5,0,0,0,6
1431,2020-10-29,Epirus,GR-D,895,5,0,0,0,6
1432,2020-10-30,Epirus,GR-D,935,5,0,0,0,6
1433,2020-10-31,Epirus,GR-D,959,5,0,0,0,6
1434,2020-11-01,Epirus,GR-D,1027,5,0,0,0,6
1435,2020-11-02,Epirus,GR-D,1076,5,0,0,0,6
1436,2020-11-03,Epirus,GR-D,1110,6,0,0,0,6
1437,2020-11-04,Epirus,GR-D,1146,6,0,0,0,6
1438,2020-11-05,Epirus,GR-D,1169,6,0,0,0,6
1439,2020-11-06,Epirus,GR-D,1202,6,0,0,0,6
1440,2020-11-07,Epirus,GR-D,1230,8,0,0,0,6
1441,2020-11-08,Epirus,GR-D,1263,8,0,0,0,6
1442,2020-11-09,Epirus,GR-D,1288,13,0,0,0,6
1443,2020-11-10,Epirus,GR-D,1320,16,0,0,0,6
1444,2020-11-11,Epirus,GR-D,1355,17,0,0,0,6
1445,2020-11-12,Epirus,GR-D,1389,17,0,0,0,6
1446,2020-11-13,Epirus,GR-D,1415,17,0,0,0,6
1447,2020-11-14,Epirus,GR-D,1450,17,0,0,0,6
1448,2020-11-15,Epirus,GR-D,1481,17,0,0,0,6
1449,2020-11-16,Epirus,GR-D,1491,17,0,0,0,6
1450,2020-11-17,Epirus,GR-D,1518,17,0,0,0,6
1451,2020-11-18,Epirus,GR-D,1547,17,0,0,0,6
1452,2020-11-19,Epirus,GR-D,1566,17,0,0,0,6
1453,2020-11-20,Epirus,GR-D,1584,17,0,0,0,6
1454,2020-11-21,Epirus,GR-D,1598,17,0,0,0,6
1455,2020-11-22,Epirus,GR-D,1627,17,0,0,0,6
1456,2020-11-23,Epirus,GR-D,1646,17,0,0,0,6
1457,2020-11-24,Epirus,GR-D,1667,17,0,0,0,6
1458,2020-11-25,Epirus,GR-D,1696,17,0,0,0,6
1459,2020-11-26,Epirus,GR-D,1712,17,0,0,0,6
1460,2020-11-27,Epirus,GR-D,1743,17,0,0,0,6
1461,2020-11-28,Epirus,GR-D,1753,17,0,0,0,6
1462,2020-11-29,Epirus,GR-D,1773,17,0,0,0,6
1463,2020-11-30,Epirus,GR-D,1790,17,0,0,0,6
1464,2020-12-01,Epirus,GR-D,1821,17,0,0,0,6
1465,2020-12-02,Epirus,GR-D,1843,17,0,0,0,6
1466,2020-12-03,Epirus,GR-D,1856,17,0,0,0,6
1467,2020-12-04,Epirus,GR-D,1870,17,0,0,0,6
1468,2020-12-05,Epirus,GR-D,1881,17,0,0,0,6
1469,2020-12-06,Epirus,GR-D,1890,17,0,0,0,6
1470,2020-12-07,Epirus,GR-D,1902,17,0,0,0,6
1471,2020-12-08,Epirus,GR-D,1913,17,0,0,0,6
1472,2020-12-09,Epirus,GR-D,1935,17,0,0,0,6
1473,2020-12-10,Epirus,GR-D,1947,17,0,0,0,6
1474,2020-12-11,Epirus,GR-D,1953,17,0,0,0,6
1475,2020-12-12,Epirus,GR-D,1959,17,0,0,0,6
1476,2020-12-13,Epirus,GR-D,1963,17,0,0,0,6
1477,2020-12-14,Epirus,GR-D,1967,17,0,0,0,6
1478,2020-12-15,Epirus,GR-D,1972,17,0,0,0,6
1479,2020-12-16,Epirus,GR-D,1976,17,0,0,0,6
1480,2020-12-17,Epirus,GR-D,1982,17,0,0,0,6
1481,2020-02-26,Attica,GR-I,0,0,0,0,0,1
1482,2020-02-27,Attica,GR-I,1,0,0,0,0,1
1483,2020-02-28,Attica,GR-I,2,0,0,0,0,1
1484,2020-02-29,Attica,GR-I,2,0,0,0,0,1
1485,2020-03-01,Attica,GR-I,4,0,0,0,0,1
1486,2020-03-02,Attica,GR-I,4,0,0,0,0,1
1487,2020-03-03,Attica,GR-I,4,0,0,0,0,1
1488,2020-03-04,Attica,GR-I,4,0,0,0,0,1
1489,2020-03-05,Attica,GR-I,4,0,0,0,0,1
1490,2020-03-06,Attica,GR-I,5,0,0,0,0,1
1491,2020-03-07,Attica,GR-I,12,0,0,0,0,1
1492,2020-03-08,Attica,GR-I,21,0,0,0,0,1
1493,2020-03-09,Attica,GR-I,21,0,0,0,0,1
1494,2020-03-10,Attica,GR-I,22,0,0,0,0,1
1495,2020-03-11,Attica,GR-I,25,0,0,0,0,1
1496,2020-03-12,Attica,GR-I,27,0,0,0,0,1
1497,2020-03-13,Attica,GR-I,27,0,0,0,0,1
1498,2020-03-14,Attica,GR-I,90,0,0,0,0,1
1499,2020-03-15,Attica,GR-I,90,0,0,0,0,1
1500,2020-03-16,Attica,GR-I,90,0,0,0,0,1
1501,2020-03-17,Attica,GR-I,90,1,0,0,0,1
1502,2020-03-18,Attica,GR-I,118,1,0,0,0,1
1503,2020-03-19,Attica,GR-I,121,1,0,0,0,1
1504,2020-03-20,Attica,GR-I,249,3,0,0,0,1
1505,2020-03-21,Attica,GR-I,249,6,0,0,0,1
1506,2020-03-22,Attica,GR-I,343,6,0,0,0,1
1507,2020-03-23,Attica,GR-I,343,7,0,0,0,1
1508,2020-03-24,Attica,GR-I,428,9,0,0,0,1
1509,2020-03-25,Attica,GR-I,428,9,0,0,0,1
1510,2020-03-26,Attica,GR-I,517,11,0,0,0,1
1511,2020-03-27,Attica,GR-I,517,11,0,0,0,1
1512,2020-03-28,Attica,GR-I,517,11,0,0,0,1
1513,2020-03-29,Attica,GR-I,517,14,0,0,0,1
1514,2020-03-30,Attica,GR-I,759,14,0,0,0,1
1515,2020-03-31,Attica,GR-I,759,16,0,0,0,1
1516,2020-04-01,Attica,GR-I,759,16,0,0,0,1
1517,2020-04-02,Attica,GR-I,759,16,0,0,0,1
1518,2020-04-03,Attica,GR-I,759,18,0,0,0,1
1519,2020-04-04,Attica,GR-I,759,21,0,0,0,1
1520,2020-04-05,Attica,GR-I,759,21,0,0,0,1
1521,2020-04-06,Attica,GR-I,759,21,0,0,0,1
1522,2020-04-07,Attica,GR-I,1083,22,0,0,0,1
1523,2020-04-08,Attica,GR-I,1083,22,0,0,0,1
1524,2020-04-09,Attica,GR-I,1083,23,0,0,0,1
1525,2020-04-10,Attica,GR-I,1083,26,0,0,0,1
1526,2020-04-11,Attica,GR-I,1083,30,0,0,0,1
1527,2020-04-12,Attica,GR-I,1083,30,0,0,0,1
1528,2020-04-13,Attica,GR-I,1083,31,0,0,0,1
1529,2020-04-14,Attica,GR-I,1083,32,0,0,0,1
1530,2020-04-15,Attica,GR-I,1083,32,0,0,0,1
1531,2020-04-16,Attica,GR-I,1083,32,0,0,0,1
1532,2020-04-17,Attica,GR-I,1083,33,0,0,0,1
1533,2020-04-18,Attica,GR-I,1083,35,0,0,0,1
1534,2020-04-19,Attica,GR-I,1083,37,0,0,0,1
1535,2020-04-20,Attica,GR-I,1083,37,0,0,0,1
1536,2020-04-21,Attica,GR-I,1083,39,0,0,0,1
1537,2020-04-22,Attica,GR-I,1083,39,0,0,0,1
1538,2020-04-23,Attica,GR-I,1083,43,0,0,0,1
1539,2020-04-24,Attica,GR-I,1083,43,0,0,0,1
1540,2020-04-25,Attica,GR-I,1083,45,0,0,0,1
1541,2020-04-26,Attica,GR-I,1083,46,0,0,0,1
1542,2020-04-27,Attica,GR-I,1083,46,0,0,0,1
1543,2020-04-28,Attica,GR-I,1083,47,0,0,0,1
1544,2020-04-29,Attica,GR-I,1083,48,0,0,0,1
1545,2020-04-30,Attica,GR-I,1083,48,0,0,0,1
1546,2020-05-01,Attica,GR-I,1083,48,0,0,0,1
1547,2020-05-02,Attica,GR-I,1083,51,0,0,0,1
1548,2020-05-03,Attica,GR-I,1496,52,0,0,0,1
1549,2020-05-04,Attica,GR-I,1496,53,0,0,0,1
1550,2020-05-05,Attica,GR-I,1496,53,0,0,0,1
1551,2020-05-06,Attica,GR-I,1496,54,0,0,0,1
1552,2020-05-07,Attica,GR-I,1496,55,0,0,0,1
1553,2020-05-08,Attica,GR-I,1496,57,0,0,0,1
1554,2020-05-09,Attica,GR-I,1496,57,0,0,0,1
1555,2020-05-10,Attica,GR-I,1496,57,0,0,0,1
1556,2020-05-11,Attica,GR-I,1496,58,0,0,0,1
1557,2020-05-12,Attica,GR-I,1496,59,0,0,0,1
1558,2020-05-13,Attica,GR-I,1496,62,0,0,0,1
1559,2020-05-14,Attica,GR-I,1496,63,0,0,0,1
1560,2020-05-15,Attica,GR-I,1496,67,0,0,0,1
1561,2020-05-16,Attica,GR-I,1496,68,0,0,0,1
1562,2020-05-17,Attica,GR-I,1496,68,0,0,0,1
1563,2020-05-18,Attica,GR-I,1496,70,0,0,0,1
1564,2020-05-19,Attica,GR-I,1496,71,0,0,0,1
1565,2020-05-20,Attica,GR-I,1496,72,0,0,0,1
1566,2020-05-21,Attica,GR-I,1496,72,0,0,0,1
